ticker,regime,feature,shap_importance,method
VRT,R1_baseline,soxx,0.020869446118048262,shap
VRT,R1_baseline,botz,0.012912380453348159,shap
VRT,R1_baseline,surprise_eps,0.0,shap
VRT,R1_baseline,sentiment_score,0.0,shap
VRT,R2_covid_zirp,fed_funds,0.03162224683093628,shap
VRT,R2_covid_zirp,treasury_10y,0.10170160257058491,shap
VRT,R2_covid_zirp,yield_curve,0.09321232333626084,shap
VRT,R2_covid_zirp,baa_spread,0.29785875467403533,shap
VRT,R2_covid_zirp,vix,0.047882594792019714,shap
VRT,R2_covid_zirp,dxy,0.04147281410964701,shap
VRT,R2_covid_zirp,soxx,0.7205419258173592,shap
VRT,R2_covid_zirp,botz,1.316897963110786,shap
VRT,R2_covid_zirp,surprise_eps,0.0,shap
VRT,R2_covid_zirp,sentiment_score,0.005567136108771261,shap
VRT,R3_rate_hikes,fed_funds,0.7225092395035709,shap
VRT,R3_rate_hikes,treasury_10y,0.1808384483323495,shap
VRT,R3_rate_hikes,yield_curve,0.3036423569745963,shap
VRT,R3_rate_hikes,baa_spread,0.7843473769788227,shap
VRT,R3_rate_hikes,vix,0.1882690427546558,shap
VRT,R3_rate_hikes,dxy,0.3428269371271417,shap
VRT,R3_rate_hikes,soxx,1.2681608269555513,shap
VRT,R3_rate_hikes,botz,0.4831285925684938,shap
VRT,R3_rate_hikes,surprise_eps,0.0,shap
VRT,R3_rate_hikes,sentiment_score,0.0,shap
VRT,R4_ai_boom,fed_funds,1.9309375294431055,shap
VRT,R4_ai_boom,treasury_10y,2.1909580562237356,shap
VRT,R4_ai_boom,yield_curve,2.241077147684551,shap
VRT,R4_ai_boom,baa_spread,0.8986267653183717,shap
VRT,R4_ai_boom,vix,1.631072816281093,shap
VRT,R4_ai_boom,dxy,2.5179953257288243,shap
VRT,R4_ai_boom,soxx,3.4936183943430597,shap
VRT,R4_ai_boom,botz,6.294348576334998,shap
VRT,R4_ai_boom,surprise_eps,0.0,shap
VRT,R4_ai_boom,sentiment_score,0.0,shap
EQIX,R1_baseline,fed_funds,0.0,permutation
EQIX,R1_baseline,treasury_10y,0.0,permutation
EQIX,R1_baseline,yield_curve,0.0,permutation
EQIX,R1_baseline,baa_spread,0.0,permutation
EQIX,R1_baseline,vix,0.0,permutation
EQIX,R1_baseline,dxy,0.0,permutation
EQIX,R1_baseline,soxx,0.0,permutation
EQIX,R1_baseline,botz,0.0,permutation
EQIX,R1_baseline,surprise_eps,0.0,permutation
EQIX,R1_baseline,sentiment_score,0.0,permutation
EQIX,R2_covid_zirp,fed_funds,19.63112006838298,shap
EQIX,R2_covid_zirp,treasury_10y,6.29529534924285,shap
EQIX,R2_covid_zirp,yield_curve,1.3578447265407103,shap
EQIX,R2_covid_zirp,baa_spread,3.5454305577414607,shap
EQIX,R2_covid_zirp,vix,2.5449491388084824,shap
EQIX,R2_covid_zirp,dxy,6.347878773823697,shap
EQIX,R2_covid_zirp,soxx,11.531988017667734,shap
EQIX,R2_covid_zirp,botz,21.003261043038155,shap
EQIX,R2_covid_zirp,surprise_eps,0.0,shap
EQIX,R2_covid_zirp,sentiment_score,0.0825542733934174,shap
EQIX,R3_rate_hikes,fed_funds,4.327849402004986,shap
EQIX,R3_rate_hikes,treasury_10y,2.137676537829795,shap
EQIX,R3_rate_hikes,yield_curve,1.8229820516677262,shap
EQIX,R3_rate_hikes,baa_spread,6.613739527228223,shap
EQIX,R3_rate_hikes,vix,8.505331420028925,shap
EQIX,R3_rate_hikes,dxy,4.891503307528419,shap
EQIX,R3_rate_hikes,soxx,3.3207464363964023,shap
EQIX,R3_rate_hikes,botz,23.851327829538363,shap
EQIX,R3_rate_hikes,surprise_eps,0.0,shap
EQIX,R3_rate_hikes,sentiment_score,0.39044294685666797,shap
EQIX,R4_ai_boom,fed_funds,3.8894123993428966,shap
EQIX,R4_ai_boom,treasury_10y,6.3829588308207,shap
EQIX,R4_ai_boom,yield_curve,11.276565204300654,shap
EQIX,R4_ai_boom,baa_spread,3.49033886696225,shap
EQIX,R4_ai_boom,vix,5.276575666402177,shap
EQIX,R4_ai_boom,dxy,13.584067391459152,shap
EQIX,R4_ai_boom,soxx,5.998958205573676,shap
EQIX,R4_ai_boom,botz,9.127510892617362,shap
EQIX,R4_ai_boom,surprise_eps,0.0,shap
EQIX,R4_ai_boom,sentiment_score,0.0,shap
CIEN,R1_baseline,fed_funds,0.0,permutation
CIEN,R1_baseline,treasury_10y,0.0,permutation
CIEN,R1_baseline,yield_curve,0.0,permutation
CIEN,R1_baseline,baa_spread,0.0,permutation
CIEN,R1_baseline,vix,0.0,permutation
CIEN,R1_baseline,dxy,0.0,permutation
CIEN,R1_baseline,soxx,0.0,permutation
CIEN,R1_baseline,botz,0.0,permutation
CIEN,R1_baseline,surprise_eps,0.0,permutation
CIEN,R1_baseline,sentiment_score,0.0,permutation
CIEN,R2_covid_zirp,fed_funds,2.084496951235746,shap
CIEN,R2_covid_zirp,treasury_10y,0.6968351921922452,shap
CIEN,R2_covid_zirp,yield_curve,0.36662462504152304,shap
CIEN,R2_covid_zirp,baa_spread,0.5149761942444148,shap
CIEN,R2_covid_zirp,vix,1.531797182988894,shap
CIEN,R2_covid_zirp,dxy,0.4162357984271125,shap
CIEN,R2_covid_zirp,soxx,0.5454892952872834,shap
CIEN,R2_covid_zirp,botz,2.1935101382384983,shap
CIEN,R2_covid_zirp,surprise_eps,0.0,shap
CIEN,R2_covid_zirp,sentiment_score,0.40691995322643726,shap
CIEN,R3_rate_hikes,fed_funds,3.0073609088893933,shap
CIEN,R3_rate_hikes,treasury_10y,1.681052524839507,shap
CIEN,R3_rate_hikes,yield_curve,0.3011948172959828,shap
CIEN,R3_rate_hikes,baa_spread,0.32124156285346495,shap
CIEN,R3_rate_hikes,vix,0.4075732162618635,shap
CIEN,R3_rate_hikes,dxy,2.2156928852735254,shap
CIEN,R3_rate_hikes,soxx,1.0521093972218227,shap
CIEN,R3_rate_hikes,botz,0.7742120632175417,shap
CIEN,R3_rate_hikes,surprise_eps,0.0,shap
CIEN,R3_rate_hikes,sentiment_score,0.03722907574350817,shap
CIEN,R4_ai_boom,fed_funds,0.7975267238913653,shap
CIEN,R4_ai_boom,treasury_10y,0.719132893517054,shap
CIEN,R4_ai_boom,yield_curve,1.421290499528173,shap
CIEN,R4_ai_boom,baa_spread,0.39995262193255976,shap
CIEN,R4_ai_boom,vix,0.3051411547090142,shap
CIEN,R4_ai_boom,dxy,0.6916238372779263,shap
CIEN,R4_ai_boom,soxx,0.19611544326986546,shap
CIEN,R4_ai_boom,botz,0.8190716393766704,shap
CIEN,R4_ai_boom,surprise_eps,0.0,shap
CIEN,R4_ai_boom,sentiment_score,0.8260072141032754,shap
TSM,R1_baseline,fed_funds,0.0,permutation
TSM,R1_baseline,treasury_10y,0.0,permutation
TSM,R1_baseline,yield_curve,0.0,permutation
TSM,R1_baseline,baa_spread,0.0,permutation
TSM,R1_baseline,vix,0.0,permutation
TSM,R1_baseline,dxy,0.0,permutation
TSM,R1_baseline,soxx,0.0,permutation
TSM,R1_baseline,botz,0.0,permutation
TSM,R1_baseline,surprise_eps,0.0,permutation
TSM,R1_baseline,sentiment_score,0.0,permutation
TSM,R2_covid_zirp,fed_funds,0.0677921738547366,shap
TSM,R2_covid_zirp,treasury_10y,0.1914015366413482,shap
TSM,R2_covid_zirp,yield_curve,0.17497615264483798,shap
TSM,R2_covid_zirp,baa_spread,0.8674609975569585,shap
TSM,R2_covid_zirp,vix,0.12037989462625413,shap
TSM,R2_covid_zirp,dxy,4.097551876119431,shap
TSM,R2_covid_zirp,soxx,3.206685936783835,shap
TSM,R2_covid_zirp,botz,3.295052898583184,shap
TSM,R2_covid_zirp,surprise_eps,0.0,shap
TSM,R2_covid_zirp,sentiment_score,0.0,shap
TSM,R3_rate_hikes,fed_funds,0.9059070090920491,shap
TSM,R3_rate_hikes,treasury_10y,0.5139384867881589,shap
TSM,R3_rate_hikes,yield_curve,0.8532358045945836,shap
TSM,R3_rate_hikes,baa_spread,0.4614116431331643,shap
TSM,R3_rate_hikes,vix,0.15762676298640976,shap
TSM,R3_rate_hikes,dxy,1.5971607269586832,shap
TSM,R3_rate_hikes,soxx,2.558451285581589,shap
TSM,R3_rate_hikes,botz,7.670440433779219,shap
TSM,R3_rate_hikes,surprise_eps,0.0,shap
TSM,R3_rate_hikes,sentiment_score,0.0,shap
TSM,R4_ai_boom,fed_funds,1.6509321445524103,shap
TSM,R4_ai_boom,treasury_10y,0.43756739586194743,shap
TSM,R4_ai_boom,yield_curve,8.2612241711621,shap
TSM,R4_ai_boom,baa_spread,0.815465843793324,shap
TSM,R4_ai_boom,vix,1.2923931928493864,shap
TSM,R4_ai_boom,dxy,1.1917999823166077,shap
TSM,R4_ai_boom,soxx,13.090088057082491,shap
TSM,R4_ai_boom,botz,0.917364223525183,shap
TSM,R4_ai_boom,surprise_eps,0.0,shap
TSM,R4_ai_boom,sentiment_score,0.0,shap
